	char_costume	char_popular	character	costume	parameter	rank
354	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
355	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
356	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
357	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
358	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
359	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
360	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
361	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
362	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
363	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
364	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
365	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
366	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
367	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
368	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
369	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
370	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
371	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
372	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
373	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
374	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
375	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
376	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
377	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
378	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
379	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
380	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
381	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
382	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
383	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
384	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
385	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
386	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
387	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
388	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
389	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
390	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
391	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
392	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
393	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
394	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
395	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
396	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
397	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
398	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
399	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
400	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
401	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
402	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
403	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
404	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
405	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
406	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
407	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
408	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
409	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
410	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
411	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
412	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
413	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
414	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
415	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
416	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
417	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
418	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
419	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
420	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
421	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
422	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
423	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
424	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
425	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
426	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
427	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
428	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
429	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
430	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
431	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
432	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
433	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
434	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
435	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
436	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
437	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
438	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
439	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
440	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
441	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
442	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
443	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
444	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
445	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
446	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
447	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
448	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
449	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
450	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
451	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
452	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
453	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
454	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
455	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
456	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
457	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
458	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
459	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
460	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
461	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
462	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
463	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
464	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
465	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
466	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
467	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
468	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
469	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
470	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
471	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
472	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
473	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
474	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
475	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
476	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
477	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
478	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
479	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
480	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
481	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
482	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
483	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
484	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
485	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
486	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
487	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
488	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
489	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
490	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
491	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
492	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
493	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
494	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
495	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
496	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
497	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
498	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
499	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
500	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
501	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
502	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
503	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
504	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
505	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
506	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
507	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
508	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
509	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
510	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
511	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
512	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
513	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
514	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
515	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
516	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
517	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
518	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
519	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
520	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
521	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
522	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
523	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
524	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
525	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
526	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
527	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
528	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
529	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
530	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
531	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
532	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
533	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
534	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
535	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
536	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
537	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
538	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
539	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
540	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
541	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
542	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
543	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
544	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
545	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
546	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
547	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
548	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
549	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
550	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
551	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
552	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
553	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
554	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
555	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
556	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
557	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
558	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
559	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
560	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
561	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
562	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
563	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
564	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
565	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
566	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
567	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
568	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
569	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
570	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
571	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
572	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
573	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
574	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
575	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
576	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
577	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
578	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
579	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
580	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
581	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
582	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
583	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
584	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
585	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
586	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
587	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
588	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
589	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
590	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
591	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
592	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
593	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
594	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
595	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
596	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
597	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
598	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
599	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
600	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
601	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
602	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
603	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
604	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
605	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
606	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
607	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
608	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
609	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
610	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	thought	4
611	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	narrative	4
612	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	depicted	4
613	Gambit (costumed)   	Gambit	Gambit = Name Unknown	costumed	speech	4
