	FL1-A	FL2-A
V1542	2451	6845
V1543	1838	5295
V1544	2323	6338
V1545	454	482
V1546	1460	3296
V1547	462	631
V1548	1732	4258
V1549	2152	5065
V1550	497	1590
V1551	2794	3735
V1552	1319	4249
V1553	10244	5579
V1554	22410	4251
V1555	2593	5758
V1556	3115	7576
V1557	1926	4525
V1558	2622	5595
V1559	14617	3127
V1560	1277	2745
V1561	2892	7464
V1562	1049	3050
V1563	3174	8988
V1564	2094	4982
V1565	1104	4479
V1566	2240	7105
V1567	1326	3889
V1568	300490	7017
V1569	1085	2632
V1570	1864	4881
V1571	991	3186
V1572	1628	3603
V1573	1367	1974
V1574	5546	6875
V1575	395	305
V1576	1038	4092
V1577	1631	5100
V1578	1048	2935
V1579	1024	3155
V1580	50054	3098
V1581	3168	6765
V1582	957	181
V1583	1406	5008
V1584	850	4660
V1585	955	2680
V1586	1234	2846
V1587	759	1727
V1588	2232	4262
V1589	3661	7729
V1590	2265	6067
V1591	2236	6365
V1592	944	3558
V1593	1730	5401
V1594	10923	9558
V1595	234	221
V1596	1908	5630
V1597	2065	7040
V1598	2313	6701
V1599	1506	13991
V1600	4593	6412
V1601	1752	4988
V1602	1436	4520
V1603	809	6466
V1604	5779	4313
V1605	1385	4393
V1606	1514	4172
V1607	408	260
V1608	1300	4275
V1609	40691	2043
V1610	2315	7580
V1611	1958	6405
V1612	2193	6303
V1613	1435	4409
V1614	6813	5299
V1615	2413	6943
V1616	1711	3264
V1617	25978	2451
V1618	152	393
V1619	2044	2855
V1620	1755	4437
V1621	132	743
V1622	2270	7412
V1623	2168	5116
V1624	1320	822
V1625	2527	3833
V1626	1126	3459
V1627	1420	3581
V1628	2855	4263
V1629	1547	6453
V1630	6426	5118
V1631	1959	6745
V1632	2254	4691
V1633	1530	4209
V1634	638	5241
V1635	1053	3681
V1636	1314	2492
V1637	3737	9223
V1638	578	3881
V1639	1495	4863
V1640	1161	1018
V1641	7136	4166
V1642	978	1198
V1643	1753	5418
V1644	1901	4616
V1645	2433	5939
V1646	1828	4522
V1647	707	3645
V1648	530	1709
V1649	1389	3833
V1650	2339	5574
V1651	1920	6853
V1652	1920	5366
V1653	2390	6702
V1654	224944	4658
V1655	360	2077
V1656	1987	4639
V1657	4251	3964
V1658	1332	5323
V1659	235	829
V1660	753	6594
V1661	1092	3716
V1662	1377	6787
V1663	2474	5850
V1664	2181	4547
V1665	1817	5079
V1666	2790	4922
V1667	4134	3719
V1668	854	4304
V1669	1233	4014
V1670	1579	4361
V1671	1187	4569
V1672	1530	3984
V1673	3058	6016
V1674	2126	6032
V1675	2400	3067
V1676	440	398
V1677	996	2852
V1678	2415	6839
V1679	1543	3486
V1680	1850	5772
V1681	1095	2940
V1682	2249	4924
V1683	343	456
V1684	1692	6866
V1685	3107	8962
V1686	1847	4256
V1687	609	1655
V1688	3448	10086
V1689	1317	2761
V1690	604	1638
V1691	2460	6760
V1692	8702	7923
V1693	1257	3647
V1694	2822	8965
V1695	1152	1405
V1696	3063	4721
V1697	74	478
V1698	421	536
V1699	1675	4220
V1700	2032	5529
V1701	2866	2309
V1702	1063	4267
V1703	1581	5258
V1704	2188	5062
V1705	255560	5322
V1706	2509	7247
V1707	1397	3310
V1708	2302	6400
V1709	519	10579
V1710	2363	6074
V1711	1919	5159
V1712	307	1783
V1713	120	530
V1714	818	3127
V1715	1056	3780
V1716	3897	10213
V1717	1312	3694
V1718	37642	1941
V1719	1233	4917
V1720	3630	4229
V1721	1546	3634
V1722	141726	3077
V1723	11	212
V1724	2236	5324
V1725	2255	5520
V1726	789	745
V1727	1381	4424
V1728	1908	5184
V1729	2877	7498
V1730	2228	5497
V1731	2198	5687
V1732	1591	3711
V1733	1358	2724
V1734	2105	6859
V1735	1225	2902
V1736	2995	8028
V1737	2066	6080
V1738	1518	4514
V1739	1507	2759
V1740	146067	2466
V1741	1937	4686
V1742	2488	6319
V1743	1650	5370
V1744	298	603
V1745	2016	6780
V1746	4997	5466
V1747	2713	7305
V1748	2277	5490
V1749	4189	4060
V1750	2171	5621
V1751	1344	5448
V1752	10	412
V1753	2031	4963
V1754	1869	5701
V1755	2238	6362
V1756	1326	5794
V1757	2382	5031
V1758	1879	4036
V1759	2384	5983
V1760	3776	11670
V1761	44	273
V1762	1270	3698
V1763	1321	3336
V1764	13790	4805
V1765	3740	8704
V1766	1189	4324
V1767	7278	4782
V1768	1665	4139
V1769	1126	3809
V1770	325	389
V1771	1754	4044
V1772	1631	4221
V1773	1895	3898
V1774	4127	9706
V1775	1029	3231
V1776	2377	4908
V1777	2740	5923
V1778	1710	4938
V1779	390	1024
V1780	154	298
V1781	89	276
V1782	1405	3462
V1783	649654	12842
V1784	833	2761
V1785	890	3245
V1786	2437	6113
V1787	149	518
V1788	1819	4701
V1789	2376	6190
V1790	96	719
V1791	883	3771
V1792	775	882
V1793	152469	4886
V1794	2312	7042
V1795	1866	5603
V1796	2422	7477
V1797	1341	3894
V1798	1851	3953
V1799	2184	4535
V1800	4027	3870
V1801	1940	4900
V1802	1104	3303
V1803	151236	7886
V1804	1775	4038
V1805	1224	2774
V1806	1595	5200
V1807	4163	3370
V1808	1713	6454
V1809	6213	3537
V1810	1805	4874
V1811	2126	5427
V1812	915	2467
V1813	1526	3758
V1814	2934	6092
V1815	1718	4711
V1816	6108	2152
V1817	4003	10869
V1818	2096	5809
V1819	520	1273
V1820	3848	3836
V1821	43799	2230
V1822	6983	34419
V1823	1994	4622
V1824	1933	5395
V1825	1107	2895
V1826	993	2881
V1827	2051	3398
V1828	478068	35092
V1829	3119	1199
V1830	1084	6174
V1831	102377	3285
V1832	316	361
V1833	1852	5042
V1834	551	476
V1835	1482	2772
V1836	1444	3843
V1837	2765	4317
V1838	1709	6568
V1839	1572	6638
V1840	70330	3366
V1841	1639	4828
V1842	2049	5070
V1843	7341	16964
V1844	1620	4040
V1845	1459	3771
V1846	3655	8247
V1847	1613	4116
V1848	1546	3483
V1849	1261	3873
V1850	3973	5972
V1851	609	3358
V1852	1388	3904
V1853	1727	4867
V1854	2361	7096
V1855	52	386
V1856	2755	6927
V1857	1655	4748
V1858	3328	10343
V1859	1283	5694
V1860	3332	7904
V1861	2433	3957
V1862	234261	6359
V1863	2017	3863
V1864	1386	4010
V1865	1037	1382
V1866	2314	6588
V1867	1674	4173
V1868	1810	5120
V1869	1102	3590
V1870	671	2196
V1871	1124	4880
V1872	1477	4759
V1873	1082	4903
V1874	705	2146
V1875	1654	3462
V1876	1442	3876
V1877	1768	5280
V1878	1236	3037
V1879	3232	6713
V1880	2502	3747
V1881	2113	5524
V1882	278447	6022
V1883	4066	10208
V1884	10144	2824
V1885	1473	4513
V1886	2265	5401
V1887	1884	6542
V1888	347	303
V1889	2338	7594
V1890	51629	3738
V1891	2720	6934
V1892	6319	6379
V1893	1448	2718
V1894	579	694
V1895	2117	7220
V1896	2039	3395
V1897	1219	3443
V1898	63	650
V1899	2549	6872
V1900	2083	11139
V1901	1555	4317
V1902	2142	5909
V1903	453	394
V1904	2109	5161
V1905	99743	2745
V1906	1908	5347
V1907	1800	6693
V1908	1418	4147
V1909	2174	6206
V1910	1027	766
V1911	1813	3602
V1912	323163	5218
V1913	1889	4765
V1914	2011	5343
V1915	2651	4277
V1916	1398	3071
V1917	1407	2502
V1918	1347	4414
V1919	1828	5757
V1920	2502	4861
V1921	2909	6628
V1922	1034	3354
V1923	49381	4430
V1924	1402	2717
V1925	1816	7020
V1926	1268	4254
V1927	4328	9783
V1928	135	1154
V1929	1776	6122
V1930	1865	5386
V1931	2239	6422
V1932	394	6521
V1933	598	3112
V1934	1099	3234
V1935	2174	3586
V1936	2931	7282
V1937	1891	4660
V1938	3377	8440
V1939	1326	5493
V1940	1139	3167
V1941	9276	1681
V1942	1739	4589
V1943	1766	5300
V1944	340431	9830
V1945	2272	6435
V1946	1160	2354
V1947	1239	5357
V1948	3109	6557
V1949	1359	2831
V1950	2725	5751
V1951	150606	5972
V1952	181	252
V1953	3549	3730
V1954	1663	5049
V1955	435	1242
V1956	1337	4400
V1957	92183	4508
V1958	1782	4171
V1959	2191	4322
V1960	2040	6664
V1961	161	474
V1962	830	15534
V1963	2006	6093
V1964	844	2354
V1965	2038	5371
V1966	2000	6213
V1967	2102	4867
V1968	1573	4349
V1969	1386	3263
V1970	2524	5098
V1971	1125	2888
V1972	4003	4542
V1973	1816	5007
V1974	2683	7331
V1975	242018	5808
V1976	475	305
V1977	1059	4936
V1978	1182	4004
V1979	2478	6434
V1980	2747	6678
V1981	1257	3978
V1982	1660	4561
V1983	1291	4576
V1984	1131	2601
V1985	2065	5958
V1986	1349	4981
V1987	2096	5561
V1988	1670	4575
V1989	88	203
V1990	1106	3118
V1991	1795	5619
V1992	918	3687
V1993	1542	5808
V1994	955	4546
V1995	2732	7339
V1996	2482	6949
V1997	1465	5874
V1998	438	432
V1999	1877	5425
V2000	9621	4258
V2001	1571	4313
V2002	13927	46101
V2003	1514	4657
V2004	85	175
V2005	1608	4541
V2006	3901	9868
V2007	1814	6121
V2008	2199	5964
V2009	1126	4518
V2010	2502	6525
V2011	1836	4013
V2012	2962	5769
V2013	1448	5056
V2014	2471	6975
V2015	2755	6115
V2016	1456	3129
V2017	1930	4021
V2018	2222	5580
V2019	306	229
V2020	6218	5141
V2021	2998	6337
V2022	2873	4267
V2023	1731	5381
V2024	1780	5454
V2025	1843	5927
V2026	142	231
V2027	1464	4332
V2028	2056	6868
V2029	897	261
V2030	1037	2519
V2031	2352	3021
V2032	247	668
V2033	3674	2800
V2034	1454	3744
V2035	193524	5329
V2036	1131	3565
V2037	440	824
V2038	2453	5506
V2039	608	1796
V2040	1545	4597
V2041	1258	3247
V2042	2007	5848
V2043	2618	6686
V2044	2375	6441
V2045	4990	11092
V2046	1574	3727
V2047	847	20
V2048	1318	5104
V2049	1724	4476
V2050	2094	4900
V2051	2074	5286
V2052	2025	5055
V2053	2359	6576
V2054	2091	6124
V2055	1999	5313
V2056	1388	2996
V2057	1654	4873
V2058	1940	3337
V2059	1653	5304
V2060	1343	3667
V2061	855	2311
V2062	7085	5628
V2063	180	470
V2064	962	2798
V2065	2985	6099
V2066	1268	4868
V2067	491	1016
V2068	17667	3822
V2069	1917	4977
V2070	1401	3617
V2071	2188	4834
V2072	1630	4253
V2073	348	1814
V2074	1975	5401
V2075	1541	3507
V2076	8149	60527
V2077	2490	8100
V2078	8547	2170
V2079	1242	1081
V2080	1379	3816
V2081	1147	4541
V2082	2226	5449
V2083	1434	4722
V2084	2260	6461
V2085	1459	3564
V2086	2310	5442
V2087	25056	1189
V2088	925	4072
V2089	1210	3643
V2090	1494	5443
V2091	2884	11949
V2092	1966	3804
V2093	1223	3941
V2094	438	222
V2095	1238	3520
V2096	2730	4854
V2097	7114	2013
V2098	336	507
V2099	3699	5064
V2100	6649	6072
V2101	1593	4704
V2102	1629	4396
V2103	1561	3890
V2104	1403	5038
V2105	1534	4156
V2106	1585	2857
V2107	1922	5117
V2108	1961	5835
V2109	2749	6021
V2110	1535	5173
V2111	1819	4789
V2112	1886	6890
V2113	1956	3642
V2114	1756	5690
V2115	341	711
V2116	2222	5473
V2117	1497	3522
V2118	3389	6072
V2119	2373	7045
V2120	1503	4176
V2121	5483	3390
V2122	1533	5202
V2123	2277	5683
V2124	2845	6838
V2125	1849	5946
V2126	1650	4003
V2127	1432	4824
V2128	1565	5481
V2129	2814	5044
V2130	2020	4403
V2131	3040	4150
V2132	168483	4107
V2133	805	3470
V2134	2056	5390
V2135	1279	4693
V2136	1586	5785
V2137	1870	5454
V2138	932	3704
V2139	389	1615
V2140	1711	5230
V2141	2633	7656
V2142	2799	6085
V2143	1209	5336
V2144	1169	3477
V2145	2876	10286
V2146	1025	3353
V2147	64020	2944
V2148	3291	5953
V2149	1423	3918
V2150	584	3425
V2151	3868	5868
V2152	1634	5749
V2153	84226	5424
V2154	1322	4571
V2155	1721	5014
V2156	5007	12192
V2157	1460	3961
V2158	2437	6117
V2159	2551	7499
V2160	1391	4562
V2161	1626	3186
V2162	2024	5604
V2163	2181	7129
V2164	3157	10499
V2165	5953	10881
V2166	1073	3352
V2167	2047	4763
V2168	1377	2764
V2169	1266	6539
V2170	1632	3238
V2171	2007	6442
V2172	1347	4977
V2173	1337	4387
V2174	894	2512
V2175	2031	6767
V2176	864	2368
V2177	1035	4356
V2178	1647	5179
V2179	273	212
V2180	945	2835
V2181	1096	2859
V2182	7623	23332
V2183	2404	7594
V2184	2406	5847
V2185	226	539
V2186	4472	5910
V2187	2812	6226
V2188	2027	6038
V2189	4526	3993
V2190	1598	4295
V2191	1731	3713
V2192	1006	5089
V2193	1420	3673
V2194	223026	5731
V2195	2546	6012
V2196	142234	3810
V2197	1836	5397
V2198	2413	2916
V2199	481	341
V2200	1636	4226
V2201	5082	3092
V2202	2279	6183
V2203	2019	4905
V2204	1670	4849
V2205	1197	3315
V2206	1572	3552
V2207	1214	4876
V2208	1748	5505
V2209	186	430
V2210	2514	5248
V2211	1760	4544
V2212	4810	3267
V2213	1493	4895
V2214	1578	5711
V2215	2085	6701
V2216	2027	1906
V2217	1469	3779
V2218	1952	5092
V2219	1898	4208
V2220	2623	7924
V2221	3802	5078
V2222	977	3324
V2223	1631	4439
V2224	2345	5556
V2225	17	427
V2226	1475	3863
V2227	1852	5865
V2228	1634	3784
V2229	1763	4387
V2230	60973	4330
V2231	1433	3226
V2232	2741	7195
V2233	1074	3488
V2234	1523	4685
V2235	1398	4110
V2236	2553	6573
V2237	1846	6084
V2238	809860	32180
V2239	2930	7005
V2240	1164	4548
V2241	1896	4504
V2242	299	533
V2243	1768	4189
V2244	2372	6163
V2245	1024	3106
V2246	3201	4541
V2247	421928	6566
V2248	1128	4294
V2249	1400	3681
V2250	1948	5651
V2251	986	5359
V2252	2045	6520
V2253	2247	6543
V2254	2861	5284
V2255	2417	6641
V2256	1148	3893
V2257	34	705
V2258	1680	5543
V2259	797	1611
V2260	2220	4804
V2261	1886	5366
V2262	994	3229
V2263	1587	5005
V2264	2063	5124
V2265	296	119
V2266	4167	5467
V2267	1543	3526
V2268	1076	2393
V2269	1444	4168
V2270	1239	3287
V2271	33	23
V2272	1254	4702
V2273	6214	1939
V2274	2225	5657
V2275	1446	3431
V2276	1186	3927
V2277	1545	4670
V2278	1264	3878
V2279	1500	3122
V2280	1595	4664
V2281	2064	5175
V2282	2518	7592
V2283	1283	5049
V2284	4503	9573
V2285	287	539
V2286	546	414
V2287	1357	3987
V2288	4797	4110
V2289	1403	4068
V2290	1421	4153
V2291	1604	4576
V2292	2252	7041
V2293	4038	4286
V2294	2160	5606
V2295	1960	7159
V2296	1577	3451
V2297	218	1682
V2298	479	830
V2299	437	1373
V2300	2381	5817
V2301	2498	6838
V2302	2490	7004
V2303	1739	4358
V2304	2627	4102
V2305	2630	6180
V2306	1185	4706
V2307	1592	5203
V2308	1806	3842
V2309	6381	13623
V2310	2596	7356
V2311	1675	6187
V2312	340	3460
V2313	1682	4054
V2314	975	3853
V2315	564	6997
V2316	1329	4735
V2317	157	811
V2318	2019	5659
V2319	19127	3008
V2320	1848	5621
V2321	2205	4379
V2322	1216	2922
V2323	1834	4720
V2324	1590	5965
V2325	2217	7260
V2326	438	155
V2327	1498	4145
V2328	1982	5662
V2329	2499	6623
V2330	1895	4214
V2331	2189	6561
V2332	1699	5203
V2333	1539	3758
V2334	918	3523
V2335	1654	5607
V2336	1054	4547
V2337	1592	4731
V2338	1749	4597
V2339	1969	4970
V2340	1283	3655
V2341	1075	3634
V2342	1619	5505
V2343	2353	5537
V2344	1864	5672
V2345	2007	4229
V2346	2270	5503
V2347	1619	4641
V2348	6849	5222
V2349	287	378
V2350	425	1991
V2351	15641	2245
V2352	258	443
V2353	42356	2913
V2354	417	311
V2355	23833	2172
V2356	30975	3666
V2357	266	212
V2358	61	606
V2359	2944	5471
V2360	1793	4415
V2361	702	17650
V2362	2539	6419
V2363	1501	5474
V2364	1464	5704
V2365	1426	3246
V2366	23963	4843
V2367	65	388
V2368	1100	4499
V2369	1530	3760
V2370	2141	5127
V2371	10732	8482
V2372	1655	3314
V2373	353	641
V2374	724	4788
V2375	2355	6955
V2376	974	2550
V2377	1471	3692
V2378	1657	4897
V2379	1236	4152
V2380	1961	5664
V2381	3807	5945
V2382	1864	5403
V2383	992	3199
V2384	1131	5813
V2385	394289	7863
V2386	1247	5830
V2387	1786	6282
V2388	1470	485
V2389	1059	3550
V2390	2516	4760
V2391	31178	3027
V2392	1406	4019
V2393	1363	4964
V2394	2975	8051
V2395	8301	14773
V2396	2169	5798
V2397	2643	6830
V2398	2573	6600
V2399	1542	1391
V2400	1345	4041
V2401	1588	4957
V2402	2345	3831
V2403	12170	30409
V2404	1704	6117
V2405	1352	3202
V2406	2364	6394
V2407	1778	4243
V2408	1605	6364
V2409	1886	5913
V2410	2101	5311
V2411	649	2576
V2412	939	1840
V2413	2087	4386
V2414	908	3454
V2415	937	2629
V2416	1649	4799
V2417	1460	624
V2418	1208	3771
V2419	1892	4175
V2420	348228	7596
V2421	960	3978
V2422	121	194
V2423	2733	5732
V2424	1263	3882
V2425	2535	4380
V2426	858	2690
V2427	1100	4457
V2428	1569	3868
V2429	3	286
V2430	1933	5618
V2431	287	269
V2432	1419	4246
V2433	2065	3747
V2434	2452	4620
V2435	194523	4835
V2436	2391	5530
V2437	1919	5909
V2438	1841	5599
V2439	1426	4278
V2440	1264	8144
V2441	2109	5685
V2442	4203	3243
V2443	9447	3016
V2444	1287	4343
V2445	1994	5050
V2446	2264	6104
V2447	976	3181
V2448	2896	6542
V2449	1061	3001
V2450	882	3343
V2451	24903	9132
V2452	1936	4806
V2453	2754	4854
V2454	39	611
V2455	2101	5746
V2456	1739	5599
V2457	1501	3572
V2458	554	1368
V2459	1692	4252
V2460	7022	4033
V2461	3831	8706
V2462	926	2942
V2463	1987	6989
V2464	2159	5044
V2465	2066	6323
V2466	1646	4203
V2467	2180	6977
V2468	1981	5392
V2469	2041	3752
V2470	1878	5225
V2471	2246	7071
V2472	82	127
V2473	17130	1706
V2474	1688	4124
V2475	265117	7631
V2476	1392	3807
V2477	1586	6141
V2478	29076	2921
V2479	1295	4167
V2480	869	1751
V2481	696	995
V2482	1888	5018
V2483	880	3595
V2484	2459	6896
V2485	541	5283
V2486	689	3025
V2487	277	141
V2488	204	57
V2489	2425	3348
V2490	3240	5656
V2491	999	3981
V2492	815	2149
V2493	1406	3466
V2494	959	3869
V2495	1308	4696
V2496	5615	41615
V2497	1618	3855
V2498	220	1302
V2499	1346	3181
V2500	79	274
V2501	1710	5529
V2502	1870	5458
V2503	21647	2303
V2504	1364	2860
V2505	1887	5264
V2506	1451	5174
V2507	64	472
V2508	1110	4169
V2509	1057	4563
V2510	1984	4645
V2511	51702	1547
V2512	2109	4701
V2513	711	2140
V2514	1925	4889
V2515	1374	5732
V2516	390	547
V2517	1685	5226
V2518	1563	4824
V2519	2616	8491
V2520	981	2787
V2521	1798	6245
V2522	2403	7038
V2523	332	783
V2524	267	231
V2525	1634	3863
V2526	1780	3076
V2527	2656	8606
V2528	2039	6152
V2529	346	1597
V2530	973	2210
V2531	387	300
V2532	1829	5769
V2533	5578	4372
V2534	2180	6681
V2535	459	533
V2536	559	2645
V2537	1980	4244
V2538	2449	2990
V2539	2171	4932
V2540	1920	4816
V2541	934	3326
V2542	14517	6116
V2543	309	356
V2544	1613	4379
V2545	2894	6288
V2546	2571	4835
V2547	2212	9160
V2548	1673	4898
V2549	1565	4758
V2550	1479	5250
V2551	1612	4838
V2552	1535	3713
V2553	1946	5635
V2554	206	1100
V2555	1897	5350
V2556	2939	6287
V2557	361298	7334
V2558	1861	3604
V2559	2523	6209
V2560	1294	3213
V2561	1761	4544
V2562	2034	5472
V2563	1752	5443
V2564	1811	4550
V2565	1489	5768
V2566	3402	7068
V2567	2661	4896
V2568	196	2129
V2569	2616	7529
V2570	1798	6108
V2571	2076	5025
V2572	2904	6212
V2573	1385	4483
V2574	2626	5462
V2575	984	3104
V2576	1254	3316
V2577	85	373
V2578	2092	2246
V2579	2521	6088
V2580	1963	4941
V2581	1718	4818
V2582	1490	5232
V2583	705	472
V2584	1950	2676
V2585	1794	5659
V2586	1586	3816
V2587	1695	3655
V2588	1402	4027
V2589	1416	4318
V2590	190	152
V2591	689	2531
V2592	2135	5126
V2593	1304	4112
V2594	1947	4950
V2595	94791	3035
V2596	661	2012
V2597	1427	3927
V2598	956	3431
V2599	2855	9282
V2600	2295	7757
V2601	1471	5013
V2602	1058	2973
V2603	8721	3162
V2604	2259	6112
V2605	1876	5017
V2606	1497	3892
V2607	2222	6484
V2608	1281	3697
V2609	2133	5976
V2610	1630	3789
V2611	81	602
V2612	535	2222
V2613	1074	4046
V2614	2237	5078
V2615	1784	8440
V2616	1322	4278
V2617	2428	6558
V2618	2264	6384
V2619	1206	3692
V2620	2294	4440
V2621	1507	4089
V2622	1723	4882
V2623	388	625
V2624	1613	4860
V2625	447	1346
V2626	1855	4674
V2627	1882	3917
V2628	1473	4164
V2629	1858	6213
V2630	1517	5373
V2631	1264	3659
V2632	4766	8479
V2633	2431	6077
V2634	1268	4856
V2635	29024	2118
V2636	324419	6708
V2637	1818	5225
V2638	906	4024
V2639	7781	8491
V2640	20570	3039
V2641	349	361
V2642	1527	4426
V2643	1518	3740
V2644	2737	6169
V2645	1516	3807
V2646	803	2650
V2647	275	393
V2648	4354	13380
V2649	1652	4138
V2650	1369	3911
V2651	1197	3139
V2652	2013	6149
V2653	2681	7909
V2654	3303	7632
V2655	2411	7804
V2656	2567	5519
V2657	2	524
V2658	2651	5749
V2659	855	1990
V2660	1948	4448
V2661	1749	5763
V2662	937	3879
V2663	4233	6819
V2664	251260	4925
V2665	1615	3865
V2666	1532	4894
V2667	1349	2320
V2668	2436	5498
V2669	1873	4555
V2670	881	2207
V2671	17730	1905
V2672	1941	4201
V2673	1641	3660
V2674	1584	875
V2675	1551	3978
V2676	1263	4330
V2677	3142	5396
V2678	10016	5897
V2679	1660	5415
V2680	55435	3176
V2681	2151	5239
V2682	2574	4349
V2683	1675	2909
V2684	1508	4393
V2685	1052	3465
V2686	1844	4543
V2687	2096	4946
V2688	2127	6039
V2689	1769	5423
V2690	1523	3860
V2691	2444	7225
V2692	512	1404
V2693	1652	4790
V2694	2112	4740
V2695	112679	2780
V2696	2015	5365
V2697	1969	6062
V2698	3278	6683
V2699	946	5054
V2700	1397	3617
V2701	2416	5243
V2702	944	3168
V2703	3581	10149
V2704	1743	3528
V2705	2104	4635
V2706	1579	5095
V2707	1331	3942
V2708	1946	5750
V2709	1652	5786
V2710	1928	5433
V2711	952	3424
V2712	548	1656
V2713	1339	4364
V2714	1148	1859
V2715	1929	5278
V2716	1515	4424
V2717	1103	3591
V2718	2927	2937
V2719	1503	3794
V2720	25	63
V2721	2535	6029
V2722	2063	7999
V2723	425	766
V2724	1774	3046
V2725	5975	4193
V2726	308	168
V2727	1651	5095
V2728	1943	6499
V2729	2557	7181
V2730	3573	4349
V2731	970	2878
V2732	2325	6364
V2733	19396	5781
V2734	2166	4997
V2735	1880	3368
V2736	1642	4656
V2737	2168	6633
V2738	4539	3384
V2739	204	803
V2740	1498	3708
V2741	2448	5211
V2742	944	2978
V2743	2682	6996
V2744	637	22453
V2745	214	888
V2746	2100	5254
V2747	234	479
V2748	1534	4492
V2749	121	387
V2750	2220	5781
V2751	2201	5550
V2752	707	1492
V2753	2480	6878
V2754	2795	7948
V2755	946	360
V2756	775	2883
V2757	1272	4402
V2758	2698	9594
V2759	4478	12478
V2760	2034	6400
V2761	1637	3830
V2762	1627	4660
V2763	507	1053
V2764	2175	6350
V2765	1009	4150
V2766	1870	5751
V2767	1056	4836
V2768	2395	6966
V2769	2013	5758
V2770	2066	4148
V2771	1479	3984
V2772	945	3253
V2773	1790	5078
V2774	1711	4106
V2775	1398	3866
V2776	268824	5355
V2777	13928	3531
V2778	715	11105
V2779	3174	6800
V2780	1585	2850
V2781	1806	3564
V2782	1239	3608
V2783	2226	2980
V2784	2463	2979
V2785	2057	5923
V2786	1633	4762
V2787	281	327
V2788	1937	5589
V2789	1205	2503
V2790	5714	3506
V2791	431	387
V2792	2280	7734
V2793	1785	5779
V2794	1933	5954
V2795	2321	4118
V2796	2101	4386
V2797	2048	4853
V2798	2162	3444
V2799	1854	6654
V2800	666	2188
V2801	1392	5061
V2802	1822	5092
V2803	2396	5246
V2804	1589	4863
V2805	11337	9062
V2806	1343	3964
V2807	1956	4367
V2808	2862	6869
V2809	1282	2883
V2810	1159	2609
V2811	1491	2465
V2812	3091	5559
V2813	1084	3041
V2814	1226	5021
V2815	1581	5283
V2816	4074	12050
V2817	1303	3818
V2818	1100	3164
V2819	109	563
V2820	1561	5366
V2821	1268	3033
V2822	1402	4868
V2823	626	2809
V2824	752	4197
V2825	550	915
V2826	3410	6167
V2827	3582	6961
V2828	2261	6260
V2829	2247	6298
V2830	1570	4105
V2831	278372	6951
V2832	1272	5019
V2833	1215	1882
V2834	128	238
V2835	2193	5523
V2836	1303	4464
V2837	1762	5299
V2838	1331	3264
V2839	2270	3047
V2840	1081	4079
V2841	2832	9630
V2842	2343	5499
V2843	1321	4828
V2844	3333	1545
V2845	1117	2896
V2846	1785	4868
V2847	234467	4975
V2848	352254	6090
V2849	1500	4006
V2850	3470	7747
V2851	1189	4697
V2852	2135	5422
V2853	2022	5444
V2854	1669	5040
V2855	2160	6461
V2856	1845	4915
V2857	1003	4690
V2858	1974	6231
V2859	2209	6221
V2860	2660	4691
V2861	1771	5016
V2862	1879	3666
V2863	1599	3205
V2864	2904	6997
V2865	1480	4371
V2866	2400	6714
V2867	1763	2693
V2868	38764	5014
V2869	3724	11344
V2870	3453	7412
V2871	2669	6795
V2872	1035	841
V2873	161	729
V2874	3739	5199
V2875	67596	3654
V2876	1114	2969
V2877	2941	5734
V2878	2058	4223
V2879	223	346
V2880	76160	3732
V2881	2461	4672
V2882	1645	3905
V2883	1500	6239
V2884	1243	3338
V2885	1381	6234
V2886	1460	3100
V2887	556	134
V2888	444	1456
V2889	2360	5810
V2890	2930	9746
V2891	1910	5312
V2892	8927	6490
V2893	2643	3517
V2894	3088	6262
V2895	371	433
V2896	1916	4125
V2897	2006	3837
V2898	2163	7030
V2899	2125	5476
V2900	10357	3221
V2901	1600	4563
V2902	234298	4966
V2903	1368	3182
V2904	5891	4256
V2905	1242	4672
V2906	1967	7952
V2907	1039	2988
V2908	2020	5322
V2909	1910	5133
V2910	1350	3767
V2911	2081	6824
