	Country	Date
R1071	DZA	1/7/21
R1072	DZA	1/8/21
R1073	DZA	1/9/21
R1074	DZA	1/10/21
R1075	DZA	1/11/21
R1076	DZA	1/12/21
R1077	DZA	1/13/21
R1078	DZA	1/14/21
R1079	DZA	1/15/21
R1080	DZA	1/16/21
R1081	DZA	1/17/21
R1082	DZA	1/18/21
R1083	DZA	1/19/21
R1084	DZA	1/20/21
R1085	DZA	1/21/21
R1086	DZA	1/22/21
R1087	DZA	1/23/21
R1088	DZA	1/24/21
R1089	DZA	1/25/21
R1090	DZA	1/26/21
R1091	DZA	1/27/21
R1092	DZA	1/28/21
R1093	DZA	1/29/21
R1094	DZA	1/30/21
R1095	DZA	1/31/21
R1096	DZA	2/1/21
R1097	DZA	2/2/21
R1098	DZA	2/3/21
R1099	DZA	2/4/21
R1100	DZA	2/5/21
R1101	DZA	2/6/21
R1102	DZA	2/7/21
R1103	DZA	2/8/21
R1104	DZA	2/9/21
R1105	DZA	2/10/21
R1106	DZA	2/11/21
R1107	DZA	2/12/21
R1108	DZA	2/13/21
R1109	DZA	2/14/21
R1110	DZA	2/15/21
R1111	DZA	2/16/21
R1112	DZA	2/17/21
R1113	DZA	2/18/21
R1114	DZA	2/19/21
R1115	DZA	2/20/21
R1116	DZA	2/21/21
R1117	DZA	2/22/21
R1118	DZA	2/23/21
R1119	DZA	2/24/21
R1120	DZA	2/25/21
R1121	DZA	2/26/21
R1122	DZA	2/27/21
R1123	DZA	2/28/21
R1124	DZA	3/1/21
R1125	DZA	3/2/21
R1126	DZA	3/3/21
R1127	DZA	3/4/21
R1128	DZA	3/5/21
R1129	DZA	3/6/21
R1130	AND	3/2/20
R1131	AND	3/3/20
R1132	AND	3/4/20
R1133	AND	3/5/20
R1134	AND	3/6/20
R1135	AND	3/7/20
R1136	AND	3/8/20
R1137	AND	3/9/20
R1138	AND	3/10/20
R1139	AND	3/11/20
R1140	AND	3/12/20
R1141	AND	3/13/20
R1142	AND	3/14/20
R1143	AND	3/15/20
R1144	AND	3/16/20
R1145	AND	3/17/20
R1146	AND	3/18/20
R1147	AND	3/19/20
R1148	AND	3/20/20
R1149	AND	3/21/20
R1150	AND	3/22/20
R1151	AND	3/23/20
R1152	AND	3/24/20
R1153	AND	3/25/20
R1154	AND	3/26/20
R1155	AND	3/27/20
R1156	AND	3/28/20
R1157	AND	3/29/20
R1158	AND	3/30/20
R1159	AND	3/31/20
R1160	AND	4/1/20
R1161	AND	4/2/20
R1162	AND	4/3/20
R1163	AND	4/4/20
R1164	AND	4/5/20
R1165	AND	4/6/20
R1166	AND	4/7/20
R1167	AND	4/8/20
R1168	AND	4/9/20
R1169	AND	4/10/20
R1170	AND	4/11/20
R1171	AND	4/12/20
R1172	AND	4/13/20
R1173	AND	4/14/20
R1174	AND	4/15/20
R1175	AND	4/16/20
R1176	AND	4/17/20
R1177	AND	4/18/20
R1178	AND	4/19/20
R1179	AND	4/20/20
R1180	AND	4/21/20
R1181	AND	4/22/20
R1182	AND	4/23/20
R1183	AND	4/24/20
R1184	AND	4/25/20
R1185	AND	4/26/20
R1186	AND	4/27/20
R1187	AND	4/28/20
R1188	AND	4/29/20
R1189	AND	4/30/20
R1190	AND	5/1/20
R1191	AND	5/2/20
R1192	AND	5/3/20
R1193	AND	5/4/20
R1194	AND	5/5/20
R1195	AND	5/6/20
R1196	AND	5/7/20
R1197	AND	5/8/20
R1198	AND	5/9/20
R1199	AND	5/10/20
R1200	AND	5/11/20
R1201	AND	5/12/20
R1202	AND	5/13/20
R1203	AND	5/14/20
R1204	AND	5/15/20
R1205	AND	5/16/20
R1206	AND	5/17/20
R1207	AND	5/18/20
R1208	AND	5/19/20
R1209	AND	5/20/20
R1210	AND	5/21/20
R1211	AND	5/22/20
R1212	AND	5/23/20
R1213	AND	5/24/20
R1214	AND	5/25/20
R1215	AND	5/26/20
R1216	AND	5/27/20
R1217	AND	5/28/20
R1218	AND	5/29/20
R1219	AND	5/30/20
R1220	AND	5/31/20
R1221	AND	6/1/20
R1222	AND	6/2/20
R1223	AND	6/3/20
R1224	AND	6/4/20
R1225	AND	6/5/20
R1226	AND	6/6/20
R1227	AND	6/7/20
R1228	AND	6/8/20
R1229	AND	6/9/20
R1230	AND	6/10/20
R1231	AND	6/11/20
R1232	AND	6/12/20
R1233	AND	6/13/20
R1234	AND	6/14/20
R1235	AND	6/15/20
R1236	AND	6/16/20
R1237	AND	6/17/20
R1238	AND	6/18/20
R1239	AND	6/19/20
R1240	AND	6/20/20
R1241	AND	6/21/20
R1242	AND	6/22/20
R1243	AND	6/23/20
R1244	AND	6/24/20
R1245	AND	6/25/20
R1246	AND	6/26/20
R1247	AND	6/27/20
R1248	AND	6/28/20
R1249	AND	6/29/20
R1250	AND	6/30/20
R1251	AND	7/1/20
R1252	AND	7/2/20
R1253	AND	7/3/20
R1254	AND	7/4/20
R1255	AND	7/5/20
R1256	AND	7/6/20
R1257	AND	7/7/20
R1258	AND	7/8/20
R1259	AND	7/9/20
R1260	AND	7/10/20
R1261	AND	7/11/20
R1262	AND	7/12/20
R1263	AND	7/13/20
R1264	AND	7/14/20
R1265	AND	7/15/20
R1266	AND	7/16/20
R1267	AND	7/17/20
R1268	AND	7/18/20
R1269	AND	7/19/20
R1270	AND	7/20/20
R1271	AND	7/21/20
R1272	AND	7/22/20
R1273	AND	7/23/20
R1274	AND	7/24/20
R1275	AND	7/25/20
R1276	AND	7/26/20
R1277	AND	7/27/20
R1278	AND	7/28/20
R1279	AND	7/29/20
R1280	AND	7/30/20
R1281	AND	7/31/20
R1282	AND	8/1/20
R1283	AND	8/2/20
R1284	AND	8/3/20
R1285	AND	8/4/20
R1286	AND	8/5/20
R1287	AND	8/6/20
R1288	AND	8/7/20
R1289	AND	8/8/20
R1290	AND	8/9/20
R1291	AND	8/10/20
R1292	AND	8/11/20
R1293	AND	8/12/20
R1294	AND	8/13/20
R1295	AND	8/14/20
R1296	AND	8/15/20
R1297	AND	8/16/20
R1298	AND	8/17/20
R1299	AND	8/18/20
R1300	AND	8/19/20
R1301	AND	8/20/20
R1302	AND	8/21/20
R1303	AND	8/22/20
R1304	AND	8/23/20
R1305	AND	8/24/20
R1306	AND	8/25/20
R1307	AND	8/26/20
R1308	AND	8/27/20
R1309	AND	8/28/20
R1310	AND	8/29/20
R1311	AND	8/30/20
R1312	AND	8/31/20
R1313	AND	9/1/20
R1314	AND	9/2/20
R1315	AND	9/3/20
R1316	AND	9/4/20
R1317	AND	9/5/20
R1318	AND	9/6/20
R1319	AND	9/7/20
R1320	AND	9/8/20
R1321	AND	9/9/20
R1322	AND	9/10/20
R1323	AND	9/11/20
R1324	AND	9/12/20
R1325	AND	9/13/20
R1326	AND	9/14/20
R1327	AND	9/15/20
R1328	AND	9/16/20
R1329	AND	9/17/20
R1330	AND	9/18/20
R1331	AND	9/19/20
R1332	AND	9/20/20
R1333	AND	9/21/20
R1334	AND	9/22/20
R1335	AND	9/23/20
R1336	AND	9/24/20
R1337	AND	9/25/20
R1338	AND	9/26/20
R1339	AND	9/27/20
R1340	AND	9/28/20
R1341	AND	9/29/20
R1342	AND	9/30/20
R1343	AND	10/1/20
R1344	AND	10/2/20
R1345	AND	10/3/20
R1346	AND	10/4/20
R1347	AND	10/5/20
R1348	AND	10/6/20
R1349	AND	10/7/20
R1350	AND	10/8/20
R1351	AND	10/9/20
R1352	AND	10/10/20
R1353	AND	10/11/20
R1354	AND	10/12/20
R1355	AND	10/13/20
R1356	AND	10/14/20
R1357	AND	10/15/20
R1358	AND	10/16/20
R1359	AND	10/17/20
R1360	AND	10/18/20
R1361	AND	10/19/20
R1362	AND	10/20/20
R1363	AND	10/21/20
R1364	AND	10/22/20
R1365	AND	10/23/20
R1366	AND	10/24/20
R1367	AND	10/25/20
R1368	AND	10/26/20
R1369	AND	10/27/20
R1370	AND	10/28/20
R1371	AND	10/29/20
R1372	AND	10/30/20
R1373	AND	10/31/20
R1374	AND	11/1/20
R1375	AND	11/2/20
R1376	AND	11/3/20
R1377	AND	11/4/20
R1378	AND	11/5/20
R1379	AND	11/6/20
R1380	AND	11/7/20
R1381	AND	11/8/20
R1382	AND	11/9/20
R1383	AND	11/10/20
R1384	AND	11/11/20
R1385	AND	11/12/20
R1386	AND	11/13/20
R1387	AND	11/14/20
R1388	AND	11/15/20
R1389	AND	11/16/20
R1390	AND	11/17/20
R1391	AND	11/18/20
R1392	AND	11/19/20
R1393	AND	11/20/20
R1394	AND	11/21/20
R1395	AND	11/22/20
R1396	AND	11/23/20
R1397	AND	11/24/20
R1398	AND	11/25/20
R1399	AND	11/26/20
R1400	AND	11/27/20
R1401	AND	11/28/20
R1402	AND	11/29/20
R1403	AND	11/30/20
R1404	AND	12/1/20
R1405	AND	12/2/20
R1406	AND	12/3/20
R1407	AND	12/4/20
R1408	AND	12/5/20
R1409	AND	12/6/20
R1410	AND	12/7/20
R1411	AND	12/8/20
R1412	AND	12/9/20
R1413	AND	12/10/20
R1414	AND	12/11/20
R1415	AND	12/12/20
R1416	AND	12/13/20
R1417	AND	12/14/20
R1418	AND	12/15/20
R1419	AND	12/16/20
R1420	AND	12/17/20
R1421	AND	12/18/20
R1422	AND	12/19/20
R1423	AND	12/20/20
R1424	AND	12/21/20
R1425	AND	12/22/20
R1426	AND	12/23/20
R1427	AND	12/24/20
R1428	AND	12/25/20
R1429	AND	12/26/20
R1430	AND	12/27/20
R1431	AND	12/28/20
R1432	AND	12/29/20
R1433	AND	12/30/20
R1434	AND	12/31/20
R1435	AND	1/1/21
R1436	AND	1/2/21
R1437	AND	1/3/21
R1438	AND	1/4/21
R1439	AND	1/5/21
R1440	AND	1/6/21
R1441	AND	1/7/21
R1442	AND	1/8/21
R1443	AND	1/9/21
R1444	AND	1/10/21
R1445	AND	1/11/21
R1446	AND	1/12/21
R1447	AND	1/13/21
R1448	AND	1/14/21
R1449	AND	1/15/21
R1450	AND	1/16/21
R1451	AND	1/17/21
R1452	AND	1/18/21
R1453	AND	1/19/21
R1454	AND	1/20/21
R1455	AND	1/21/21
R1456	AND	1/22/21
R1457	AND	1/23/21
R1458	AND	1/24/21
R1459	AND	1/25/21
R1460	AND	1/26/21
R1461	AND	1/27/21
R1462	AND	1/28/21
R1463	AND	1/29/21
R1464	AND	1/30/21
R1465	AND	1/31/21
R1466	AND	2/1/21
R1467	AND	2/2/21
R1468	AND	2/3/21
R1469	AND	2/4/21
R1470	AND	2/5/21
R1471	AND	2/6/21
R1472	AND	2/7/21
R1473	AND	2/8/21
R1474	AND	2/9/21
R1475	AND	2/10/21
R1476	AND	2/11/21
R1477	AND	2/12/21
R1478	AND	2/13/21
R1479	AND	2/14/21
R1480	AND	2/15/21
R1481	AND	2/16/21
R1482	AND	2/17/21
R1483	AND	2/18/21
R1484	AND	2/19/21
R1485	AND	2/20/21
R1486	AND	2/21/21
R1487	AND	2/22/21
R1488	AND	2/23/21
R1489	AND	2/24/21
R1490	AND	2/25/21
R1491	AND	2/26/21
R1492	AND	2/27/21
R1493	AND	2/28/21
R1494	AND	3/1/21
R1495	AND	3/2/21
R1496	AND	3/3/21
R1497	AND	3/4/21
R1498	AND	3/5/21
R1499	AND	3/6/21
R1500	AGO	3/20/20
R1501	AGO	3/21/20
R1502	AGO	3/22/20
R1503	AGO	3/23/20
R1504	AGO	3/24/20
R1505	AGO	3/25/20
R1506	AGO	3/26/20
R1507	AGO	3/27/20
R1508	AGO	3/28/20
R1509	AGO	3/29/20
R1510	AGO	3/30/20
R1511	AGO	3/31/20
R1512	AGO	4/1/20
R1513	AGO	4/2/20
R1514	AGO	4/3/20
R1515	AGO	4/4/20
R1516	AGO	4/5/20
R1517	AGO	4/6/20
R1518	AGO	4/7/20
R1519	AGO	4/8/20
R1520	AGO	4/9/20
R1521	AGO	4/10/20
R1522	AGO	4/11/20
R1523	AGO	4/12/20
R1524	AGO	4/13/20
R1525	AGO	4/14/20
R1526	AGO	4/15/20
R1527	AGO	4/16/20
R1528	AGO	4/17/20
R1529	AGO	4/18/20
R1530	AGO	4/19/20
R1531	AGO	4/20/20
R1532	AGO	4/21/20
R1533	AGO	4/22/20
R1534	AGO	4/23/20
R1535	AGO	4/24/20
R1536	AGO	4/25/20
R1537	AGO	4/26/20
R1538	AGO	4/27/20
R1539	AGO	4/28/20
R1540	AGO	4/29/20
R1541	AGO	4/30/20
R1542	AGO	5/1/20
R1543	AGO	5/2/20
R1544	AGO	5/3/20
R1545	AGO	5/4/20
R1546	AGO	5/5/20
R1547	AGO	5/6/20
R1548	AGO	5/7/20
R1549	AGO	5/8/20
R1550	AGO	5/9/20
R1551	AGO	5/10/20
R1552	AGO	5/11/20
R1553	AGO	5/12/20
R1554	AGO	5/13/20
R1555	AGO	5/14/20
R1556	AGO	5/15/20
R1557	AGO	5/16/20
R1558	AGO	5/17/20
R1559	AGO	5/18/20
R1560	AGO	5/19/20
R1561	AGO	5/20/20
R1562	AGO	5/21/20
R1563	AGO	5/22/20
R1564	AGO	5/23/20
R1565	AGO	5/24/20
R1566	AGO	5/25/20
R1567	AGO	5/26/20
R1568	AGO	5/27/20
R1569	AGO	5/28/20
R1570	AGO	5/29/20
R1571	AGO	5/30/20
R1572	AGO	5/31/20
R1573	AGO	6/1/20
R1574	AGO	6/2/20
R1575	AGO	6/3/20
R1576	AGO	6/4/20
R1577	AGO	6/5/20
R1578	AGO	6/6/20
R1579	AGO	6/7/20
R1580	AGO	6/8/20
R1581	AGO	6/9/20
R1582	AGO	6/10/20
R1583	AGO	6/11/20
R1584	AGO	6/12/20
R1585	AGO	6/13/20
R1586	AGO	6/14/20
R1587	AGO	6/15/20
R1588	AGO	6/16/20
R1589	AGO	6/17/20
R1590	AGO	6/18/20
R1591	AGO	6/19/20
R1592	AGO	6/20/20
R1593	AGO	6/21/20
R1594	AGO	6/22/20
R1595	AGO	6/23/20
R1596	AGO	6/24/20
R1597	AGO	6/25/20
R1598	AGO	6/26/20
R1599	AGO	6/27/20
R1600	AGO	6/28/20
R1601	AGO	6/29/20
R1602	AGO	6/30/20
R1603	AGO	7/1/20
R1604	AGO	7/2/20
R1605	AGO	7/3/20
R1606	AGO	7/4/20
R1607	AGO	7/5/20
R1608	AGO	7/6/20
R1609	AGO	7/7/20
R1610	AGO	7/8/20
R1611	AGO	7/9/20
R1612	AGO	7/10/20
R1613	AGO	7/11/20
R1614	AGO	7/12/20
R1615	AGO	7/13/20
R1616	AGO	7/14/20
R1617	AGO	7/15/20
R1618	AGO	7/16/20
R1619	AGO	7/17/20
R1620	AGO	7/18/20
R1621	AGO	7/19/20
R1622	AGO	7/20/20
R1623	AGO	7/21/20
R1624	AGO	7/22/20
R1625	AGO	7/23/20
R1626	AGO	7/24/20
R1627	AGO	7/25/20
R1628	AGO	7/26/20
R1629	AGO	7/27/20
R1630	AGO	7/28/20
R1631	AGO	7/29/20
R1632	AGO	7/30/20
R1633	AGO	7/31/20
R1634	AGO	8/1/20
R1635	AGO	8/2/20
R1636	AGO	8/3/20
R1637	AGO	8/4/20
R1638	AGO	8/5/20
R1639	AGO	8/6/20
R1640	AGO	8/7/20
R1641	AGO	8/8/20
R1642	AGO	8/9/20
R1643	AGO	8/10/20
R1644	AGO	8/11/20
R1645	AGO	8/12/20
R1646	AGO	8/13/20
R1647	AGO	8/14/20
R1648	AGO	8/15/20
R1649	AGO	8/16/20
R1650	AGO	8/17/20
R1651	AGO	8/18/20
R1652	AGO	8/19/20
R1653	AGO	8/20/20
R1654	AGO	8/21/20
R1655	AGO	8/22/20
R1656	AGO	8/23/20
R1657	AGO	8/24/20
R1658	AGO	8/25/20
R1659	AGO	8/26/20
R1660	AGO	8/27/20
R1661	AGO	8/28/20
R1662	AGO	8/29/20
R1663	AGO	8/30/20
R1664	AGO	8/31/20
R1665	AGO	9/1/20
R1666	AGO	9/2/20
R1667	AGO	9/3/20
R1668	AGO	9/4/20
R1669	AGO	9/5/20
R1670	AGO	9/6/20
R1671	AGO	9/7/20
R1672	AGO	9/8/20
R1673	AGO	9/9/20
R1674	AGO	9/10/20
R1675	AGO	9/11/20
R1676	AGO	9/12/20
R1677	AGO	9/13/20
R1678	AGO	9/14/20
R1679	AGO	9/15/20
R1680	AGO	9/16/20
R1681	AGO	9/17/20
R1682	AGO	9/18/20
R1683	AGO	9/19/20
R1684	AGO	9/20/20
R1685	AGO	9/21/20
R1686	AGO	9/22/20
R1687	AGO	9/23/20
R1688	AGO	9/24/20
R1689	AGO	9/25/20
R1690	AGO	9/26/20
R1691	AGO	9/27/20
R1692	AGO	9/28/20
R1693	AGO	9/29/20
R1694	AGO	9/30/20
R1695	AGO	10/1/20
R1696	AGO	10/2/20
R1697	AGO	10/3/20
R1698	AGO	10/4/20
R1699	AGO	10/5/20
R1700	AGO	10/6/20
R1701	AGO	10/7/20
R1702	AGO	10/8/20
R1703	AGO	10/9/20
R1704	AGO	10/10/20
R1705	AGO	10/11/20
R1706	AGO	10/12/20
R1707	AGO	10/13/20
R1708	AGO	10/14/20
R1709	AGO	10/15/20
R1710	AGO	10/16/20
R1711	AGO	10/17/20
R1712	AGO	10/18/20
R1713	AGO	10/19/20
R1714	AGO	10/20/20
R1715	AGO	10/21/20
R1716	AGO	10/22/20
R1717	AGO	10/23/20
R1718	AGO	10/24/20
R1719	AGO	10/25/20
R1720	AGO	10/26/20
R1721	AGO	10/27/20
R1722	AGO	10/28/20
R1723	AGO	10/29/20
R1724	AGO	10/30/20
R1725	AGO	10/31/20
R1726	AGO	11/1/20
R1727	AGO	11/2/20
R1728	AGO	11/3/20
R1729	AGO	11/4/20
R1730	AGO	11/5/20
R1731	AGO	11/6/20
R1732	AGO	11/7/20
R1733	AGO	11/8/20
R1734	AGO	11/9/20
R1735	AGO	11/10/20
R1736	AGO	11/11/20
R1737	AGO	11/12/20
R1738	AGO	11/13/20
R1739	AGO	11/14/20
R1740	AGO	11/15/20
R1741	AGO	11/16/20
R1742	AGO	11/17/20
R1743	AGO	11/18/20
R1744	AGO	11/19/20
R1745	AGO	11/20/20
R1746	AGO	11/21/20
R1747	AGO	11/22/20
R1748	AGO	11/23/20
R1749	AGO	11/24/20
R1750	AGO	11/25/20
R1751	AGO	11/26/20
R1752	AGO	11/27/20
R1753	AGO	11/28/20
R1754	AGO	11/29/20
R1755	AGO	11/30/20
R1756	AGO	12/1/20
R1757	AGO	12/2/20
R1758	AGO	12/3/20
R1759	AGO	12/4/20
R1760	AGO	12/5/20
R1761	AGO	12/6/20
R1762	AGO	12/7/20
R1763	AGO	12/8/20
R1764	AGO	12/9/20
R1765	AGO	12/10/20
R1766	AGO	12/11/20
R1767	AGO	12/12/20
R1768	AGO	12/13/20
R1769	AGO	12/14/20
R1770	AGO	12/15/20
R1771	AGO	12/16/20
R1772	AGO	12/17/20
R1773	AGO	12/18/20
R1774	AGO	12/19/20
R1775	AGO	12/20/20
R1776	AGO	12/21/20
R1777	AGO	12/22/20
R1778	AGO	12/23/20
R1779	AGO	12/24/20
R1780	AGO	12/25/20
R1781	AGO	12/26/20
R1782	AGO	12/27/20
R1783	AGO	12/28/20
R1784	AGO	12/29/20
R1785	AGO	12/30/20
R1786	AGO	12/31/20
R1787	AGO	1/1/21
R1788	AGO	1/2/21
R1789	AGO	1/3/21
R1790	AGO	1/4/21
R1791	AGO	1/5/21
R1792	AGO	1/6/21
R1793	AGO	1/7/21
R1794	AGO	1/8/21
R1795	AGO	1/9/21
R1796	AGO	1/10/21
R1797	AGO	1/11/21
R1798	AGO	1/12/21
R1799	AGO	1/13/21
R1800	AGO	1/14/21
R1801	AGO	1/15/21
R1802	AGO	1/16/21
R1803	AGO	1/17/21
R1804	AGO	1/18/21
R1805	AGO	1/19/21
R1806	AGO	1/20/21
R1807	AGO	1/21/21
R1808	AGO	1/22/21
R1809	AGO	1/23/21
R1810	AGO	1/24/21
R1811	AGO	1/25/21
R1812	AGO	1/26/21
R1813	AGO	1/27/21
R1814	AGO	1/28/21
R1815	AGO	1/29/21
R1816	AGO	1/30/21
R1817	AGO	1/31/21
R1818	AGO	2/1/21
R1819	AGO	2/2/21
R1820	AGO	2/3/21
R1821	AGO	2/4/21
R1822	AGO	2/5/21
R1823	AGO	2/6/21
R1824	AGO	2/7/21
R1825	AGO	2/8/21
R1826	AGO	2/9/21
R1827	AGO	2/10/21
R1828	AGO	2/11/21
R1829	AGO	2/12/21
R1830	AGO	2/13/21
R1831	AGO	2/14/21
R1832	AGO	2/15/21
R1833	AGO	2/16/21
R1834	AGO	2/17/21
R1835	AGO	2/18/21
R1836	AGO	2/19/21
R1837	AGO	2/20/21
R1838	AGO	2/21/21
R1839	AGO	2/22/21
R1840	AGO	2/23/21
R1841	AGO	2/24/21
R1842	AGO	2/25/21
R1843	AGO	2/26/21
R1844	AGO	2/27/21
R1845	AGO	2/28/21
R1846	AGO	3/1/21
R1847	AGO	3/2/21
R1848	AGO	3/3/21
R1849	AGO	3/4/21
R1850	AGO	3/5/21
R1851	AGO	3/6/21
R1852	AIA	2/4/21
R1853	AIA	2/5/21
R1854	AIA	2/6/21
R1855	AIA	2/7/21
R1856	AIA	2/8/21
R1857	AIA	2/9/21
R1858	AIA	2/10/21
R1859	AIA	2/11/21
R1860	AIA	2/12/21
R1861	AIA	2/13/21
R1862	AIA	2/14/21
R1863	AIA	2/15/21
R1864	AIA	2/16/21
R1865	AIA	2/17/21
R1866	AIA	2/18/21
R1867	AIA	2/19/21
R1868	AIA	2/20/21
R1869	AIA	2/21/21
R1870	AIA	2/22/21
R1871	AIA	2/23/21
R1872	AIA	2/24/21
R1873	AIA	2/25/21
R1874	AIA	2/26/21
R1875	ATG	3/13/20
R1876	ATG	3/14/20
R1877	ATG	3/15/20
R1878	ATG	3/16/20
R1879	ATG	3/17/20
R1880	ATG	3/18/20
R1881	ATG	3/19/20
R1882	ATG	3/20/20
R1883	ATG	3/21/20
R1884	ATG	3/22/20
R1885	ATG	3/23/20
R1886	ATG	3/24/20
R1887	ATG	3/25/20
R1888	ATG	3/26/20
R1889	ATG	3/27/20
R1890	ATG	3/28/20
R1891	ATG	3/29/20
R1892	ATG	3/30/20
R1893	ATG	3/31/20
R1894	ATG	4/1/20
R1895	ATG	4/2/20
R1896	ATG	4/3/20
R1897	ATG	4/4/20
R1898	ATG	4/5/20
R1899	ATG	4/6/20
R1900	ATG	4/7/20
R1901	ATG	4/8/20
R1902	ATG	4/9/20
R1903	ATG	4/10/20
R1904	ATG	4/11/20
R1905	ATG	4/12/20
R1906	ATG	4/13/20
R1907	ATG	4/14/20
R1908	ATG	4/15/20
R1909	ATG	4/16/20
R1910	ATG	4/17/20
R1911	ATG	4/18/20
R1912	ATG	4/19/20
R1913	ATG	4/20/20
R1914	ATG	4/21/20
R1915	ATG	4/22/20
R1916	ATG	4/23/20
R1917	ATG	4/24/20
R1918	ATG	4/25/20
R1919	ATG	4/26/20
R1920	ATG	4/27/20
R1921	ATG	4/28/20
R1922	ATG	4/29/20
R1923	ATG	4/30/20
R1924	ATG	5/1/20
R1925	ATG	5/2/20
R1926	ATG	5/3/20
R1927	ATG	5/4/20
R1928	ATG	5/5/20
R1929	ATG	5/6/20
R1930	ATG	5/7/20
R1931	ATG	5/8/20
R1932	ATG	5/9/20
R1933	ATG	5/10/20
R1934	ATG	5/11/20
R1935	ATG	5/12/20
R1936	ATG	5/13/20
R1937	ATG	5/14/20
R1938	ATG	5/15/20
R1939	ATG	5/16/20
R1940	ATG	5/17/20
R1941	ATG	5/18/20
R1942	ATG	5/19/20
R1943	ATG	5/20/20
R1944	ATG	5/21/20
R1945	ATG	5/22/20
R1946	ATG	5/23/20
R1947	ATG	5/24/20
R1948	ATG	5/25/20
R1949	ATG	5/26/20
R1950	ATG	5/27/20
R1951	ATG	5/28/20
R1952	ATG	5/29/20
R1953	ATG	5/30/20
R1954	ATG	5/31/20
R1955	ATG	6/1/20
R1956	ATG	6/2/20
R1957	ATG	6/3/20
R1958	ATG	6/4/20
R1959	ATG	6/5/20
R1960	ATG	6/6/20
R1961	ATG	6/7/20
R1962	ATG	6/8/20
R1963	ATG	6/9/20
R1964	ATG	6/10/20
R1965	ATG	6/11/20
R1966	ATG	6/12/20
R1967	ATG	6/13/20
R1968	ATG	6/14/20
R1969	ATG	6/15/20
R1970	ATG	6/16/20
R1971	ATG	6/17/20
R1972	ATG	6/18/20
R1973	ATG	6/19/20
R1974	ATG	6/20/20
R1975	ATG	6/21/20
R1976	ATG	6/22/20
R1977	ATG	6/23/20
R1978	ATG	6/24/20
R1979	ATG	6/25/20
R1980	ATG	6/26/20
R1981	ATG	6/27/20
R1982	ATG	6/28/20
R1983	ATG	6/29/20
R1984	ATG	6/30/20
R1985	ATG	7/1/20
R1986	ATG	7/2/20
R1987	ATG	7/3/20
R1988	ATG	7/4/20
R1989	ATG	7/5/20
R1990	ATG	7/6/20
R1991	ATG	7/7/20
R1992	ATG	7/8/20
R1993	ATG	7/9/20
R1994	ATG	7/10/20
R1995	ATG	7/11/20
R1996	ATG	7/12/20
R1997	ATG	7/13/20
R1998	ATG	7/14/20
R1999	ATG	7/15/20
R2000	ATG	7/16/20
R2001	ATG	7/17/20
R2002	ATG	7/18/20
R2003	ATG	7/19/20
R2004	ATG	7/20/20
R2005	ATG	7/21/20
R2006	ATG	7/22/20
R2007	ATG	7/23/20
R2008	ATG	7/24/20
R2009	ATG	7/25/20
R2010	ATG	7/26/20
R2011	ATG	7/27/20
R2012	ATG	7/28/20
R2013	ATG	7/29/20
R2014	ATG	7/30/20
R2015	ATG	7/31/20
R2016	ATG	8/1/20
R2017	ATG	8/2/20
R2018	ATG	8/3/20
R2019	ATG	8/4/20
R2020	ATG	8/5/20
R2021	ATG	8/6/20
R2022	ATG	8/7/20
R2023	ATG	8/8/20
R2024	ATG	8/9/20
R2025	ATG	8/10/20
R2026	ATG	8/11/20
R2027	ATG	8/12/20
R2028	ATG	8/13/20
R2029	ATG	8/14/20
R2030	ATG	8/15/20
R2031	ATG	8/16/20
R2032	ATG	8/17/20
R2033	ATG	8/18/20
R2034	ATG	8/19/20
R2035	ATG	8/20/20
R2036	ATG	8/21/20
R2037	ATG	8/22/20
R2038	ATG	8/23/20
R2039	ATG	8/24/20
R2040	ATG	8/25/20
R2041	ATG	8/26/20
R2042	ATG	8/27/20
R2043	ATG	8/28/20
R2044	ATG	8/29/20
R2045	ATG	8/30/20
R2046	ATG	8/31/20
R2047	ATG	9/1/20
R2048	ATG	9/2/20
R2049	ATG	9/3/20
R2050	ATG	9/4/20
R2051	ATG	9/5/20
R2052	ATG	9/6/20
R2053	ATG	9/7/20
R2054	ATG	9/8/20
R2055	ATG	9/9/20
R2056	ATG	9/10/20
R2057	ATG	9/11/20
R2058	ATG	9/12/20
R2059	ATG	9/13/20
R2060	ATG	9/14/20
R2061	ATG	9/15/20
R2062	ATG	9/16/20
R2063	ATG	9/17/20
R2064	ATG	9/18/20
R2065	ATG	9/19/20
R2066	ATG	9/20/20
R2067	ATG	9/21/20
R2068	ATG	9/22/20
R2069	ATG	9/23/20
R2070	ATG	9/24/20
R2071	ATG	9/25/20
R2072	ATG	9/26/20
R2073	ATG	9/27/20
R2074	ATG	9/28/20
R2075	ATG	9/29/20
R2076	ATG	9/30/20
R2077	ATG	10/1/20
R2078	ATG	10/2/20
R2079	ATG	10/3/20
R2080	ATG	10/4/20
R2081	ATG	10/5/20
R2082	ATG	10/6/20
R2083	ATG	10/7/20
R2084	ATG	10/8/20
R2085	ATG	10/9/20
R2086	ATG	10/10/20
R2087	ATG	10/11/20
R2088	ATG	10/12/20
R2089	ATG	10/13/20
R2090	ATG	10/14/20
R2091	ATG	10/15/20
R2092	ATG	10/16/20
R2093	ATG	10/17/20
R2094	ATG	10/18/20
R2095	ATG	10/19/20
