	Cases	Deaths
R1669	2935	117
R1670	2965	117
R1671	2981	120
R1672	3033	124
R1673	3092	126
R1674	3217	130
R1675	3279	131
R1676	3335	132
R1677	3388	134
R1678	3439	136
R1679	3569	139
R1680	3675	143
R1681	3789	144
R1682	3848	147
R1683	3901	147
R1684	3991	152
R1685	4117	154
R1686	4236	155
R1687	4363	159
R1688	4475	162
R1689	4590	167
R1690	4672	171
R1691	4718	174
R1692	4797	176
R1693	4905	179
R1694	4972	183
R1695	5114	185
R1696	5211	189
R1697	5370	193
R1698	5402	195
R1699	5530	199
R1700	5725	211
R1701	5725	211
R1702	5958	208
R1703	6031	212
R1704	6246	218
R1705	6366	218
R1706	6488	219
R1707	6680	222
R1708	6846	227
R1709	7096	228
R1710	7222	234
R1711	7462	241
R1712	7622	247
R1713	7829	248
R1714	8049	251
R1715	8338	255
R1716	8582	260
R1717	8829	265
R1718	9026	267
R1719	9381	268
R1720	9644	270
R1721	9871	271
R1722	10074	275
R1723	10269	275
R1724	10558	279
R1725	10805	284
R1726	11035	286
R1727	11228	289
R1728	11577	291
R1729	11813	296
R1730	12102	299
R1731	12223	300
R1732	12335	303
R1733	12433	307
R1734	12680	308
R1735	12816	308
R1736	12953	312
R1737	13053	315
R1738	13228	317
R1739	13374	322
R1740	13451	322
R1741	13615	324
R1742	13818	328
R1743	13922	332
R1744	14134	333
R1745	14267	334
R1746	14413	336
R1747	14493	337
R1748	14634	337
R1749	14742	338
R1750	14821	340
R1751	14920	341
R1752	15008	342
R1753	15087	345
R1754	15103	346
R1755	15139	348
R1756	15251	350
R1757	15319	351
R1758	15361	352
R1759	15493	353
R1760	15536	354
R1761	15591	354
R1762	15648	354
R1763	15729	355
R1764	15804	358
R1765	15925	362
R1766	16061	365
R1767	16161	366
R1768	16188	371
R1769	16277	372
R1770	16362	372
R1771	16407	379
R1772	16484	382
R1773	16562	384
R1774	16626	386
R1775	16644	387
R1776	16686	390
R1777	16802	393
R1778	16931	393
R1779	17029	393
R1780	17099	396
R1781	17149	399
R1782	17240	399
R1783	17296	403
R1784	17371	403
R1785	17433	405
R1786	17553	405
R1787	17568	405
R1788	17608	407
R1789	17642	408
R1790	17684	408
R1791	17756	410
R1792	17864	413
R1793	17974	413
R1794	18066	415
R1795	18156	416
R1796	18193	416
R1797	18254	420
R1798	18343	422
R1799	18425	424
R1800	18613	425
R1801	18679	428
R1802	18765	431
R1803	18875	436
R1804	18926	439
R1805	19011	442
R1806	19093	444
R1807	19177	448
R1808	19269	452
R1809	19367	457
R1810	19399	459
R1811	19476	461
R1812	19553	462
R1813	19580	462
R1814	19672	464
R1815	19723	464
R1816	19782	464
R1817	19796	466
R1818	19829	466
R1819	19900	468
R1820	19937	470
R1821	19996	473
R1822	20030	474
R1823	20062	475
R1824	20086	475
R1825	20112	475
R1826	20163	478
R1827	20210	487
R1828	20261	487
R1829	20294	490
R1830	20329	491
R1831	20366	492
R1832	20381	493
R1833	20389	494
R1834	20400	496
R1835	20452	498
R1836	20478	498
R1837	20499	498
R1838	20519	499
R1839	20548	499
R1840	20584	500
R1841	20640	501
R1842	20695	502
R1843	20759	504
R1844	20782	506
R1845	20807	508
R1846	20854	508
R1847	20882	510
R1848	20923	510
R1849	20981	511
R1850	21026	511
R1851	21055	512
R1852		
R1853		
R1854		
R1855		
R1856		
R1857		
R1858		
R1859		
R1860		
R1861		
R1862		
R1863		
R1864		
R1865		
R1866		
R1867		
R1868		
R1869		
R1870		
R1871		
R1872		
R1873		
R1874		
R1875	1	
R1876	1	
R1877	1	
R1878	1	
R1879	1	
R1880	1	
R1881	1	
R1882	1	
R1883	1	
R1884	1	
R1885	3	
R1886	3	
R1887	3	
R1888	7	
R1889	7	
R1890	7	
R1891	7	
R1892	7	
R1893	7	
R1894	7	
R1895	9	
R1896	15	
R1897	15	
R1898	15	
R1899	15	
R1900	19	1
R1901	19	2
R1902	19	2
R1903	19	2
R1904	21	2
R1905	21	2
R1906	23	2
R1907	23	2
R1908	23	2
R1909	23	3
R1910	23	3
R1911	23	3
R1912	23	3
R1913	23	3
R1914	23	3
R1915	24	3
R1916	24	3
R1917	24	3
R1918	24	3
R1919	24	3
R1920	24	3
R1921	24	3
R1922	24	3
R1923	24	3
R1924	25	3
R1925	25	3
R1926	25	3
R1927	25	3
R1928	25	3
R1929	25	3
R1930	25	3
R1931	25	3
R1932	25	3
R1933	25	3
R1934	25	3
R1935	25	3
R1936	25	3
R1937	25	3
R1938	25	3
R1939	25	3
R1940	25	3
R1941	25	3
R1942	25	3
R1943	25	3
R1944	25	3
R1945	25	3
R1946	25	3
R1947	25	3
R1948	25	3
R1949	25	3
R1950	25	3
R1951	25	3
R1952	25	3
R1953	25	3
R1954	26	3
R1955	26	3
R1956	26	3
R1957	26	3
R1958	26	3
R1959	26	3
R1960	26	3
R1961	26	3
R1962	26	3
R1963	26	3
R1964	26	3
R1965	26	3
R1966	26	3
R1967	26	3
R1968	26	3
R1969	26	3
R1970	26	3
R1971	26	3
R1972	26	3
R1973	26	3
R1974	26	3
R1975	26	3
R1976	26	3
R1977	26	3
R1978	26	3
R1979	65	3
R1980	65	3
R1981	65	3
R1982	69	3
R1983	69	3
R1984	69	3
R1985	69	3
R1986	69	3
R1987	68	3
R1988	68	3
R1989	68	3
R1990	70	3
R1991	70	3
R1992	70	3
R1993	73	3
R1994	74	3
R1995	74	3
R1996	74	3
R1997	74	3
R1998	74	3
R1999	74	3
R2000	74	3
R2001	76	3
R2002	76	3
R2003	76	3
R2004	76	3
R2005	76	3
R2006	76	3
R2007	76	3
R2008	82	3
R2009	82	3
R2010	82	3
R2011	86	3
R2012	86	3
R2013	91	3
R2014	91	3
R2015	91	3
R2016	91	3
R2017	91	3
R2018	92	3
R2019	92	3
R2020	92	3
R2021	92	3
R2022	92	3
R2023	92	3
R2024	92	3
R2025	92	3
R2026	92	3
R2027	92	3
R2028	92	3
R2029	93	3
R2030	93	3
R2031	93	3
R2032	93	3
R2033	93	3
R2034	94	3
R2035	94	3
R2036	94	3
R2037	94	3
R2038	94	3
R2039	94	3
R2040	94	3
R2041	94	3
R2042	94	3
R2043	94	3
R2044	94	3
R2045	94	3
R2046	94	3
R2047	94	3
R2048	94	3
R2049	95	3
R2050	95	3
R2051	95	3
R2052	95	3
R2053	95	3
R2054	95	3
R2055	95	3
R2056	95	3
R2057	95	3
R2058	95	3
R2059	95	3
R2060	95	3
R2061	95	3
R2062	95	3
R2063	95	3
R2064	95	3
R2065	96	3
R2066	96	3
R2067	96	3
R2068	96	3
R2069	97	3
R2070	97	3
R2071	98	3
R2072	98	3
R2073	101	3
R2074	101	3
R2075	101	3
R2076	101	3
R2077	101	3
R2078	106	3
R2079	107	3
R2080	107	3
R2081	107	3
R2082	107	3
R2083	108	3
R2084	111	3
R2085	111	3
R2086	111	3
R2087	111	3
R2088	111	3
R2089	111	3
R2090	112	3
R2091	112	3
R2092	112	3
R2093	119	3
R2094	119	3
R2095	119	3
R2096	119	3
R2097	122	3
R2098	122	3
R2099	122	3
R2100	124	3
R2101	124	3
R2102	124	3
R2103	124	3
R2104	124	3
R2105	124	3
R2106	127	3
R2107	128	3
R2108	128	3
R2109	128	3
R2110	128	3
R2111	130	3
R2112	130	3
R2113	130	3
R2114	131	3
R2115	131	3
R2116	131	3
R2117	131	3
R2118	131	3
R2119	131	3
R2120	133	3
R2121	134	4
R2122	134	4
R2123	134	4
R2124	134	4
R2125	139	4
R2126	139	4
R2127	139	4
R2128	139	4
R2129	139	4
R2130	139	4
R2131	139	4
R2132	140	4
R2133	141	4
R2134	141	4
R2135	141	4
R2136	141	4
R2137	141	4
R2138	142	4
R2139	144	4
R2140	144	4
R2141	144	4
R2142	144	4
R2143	144	4
R2144	146	4
R2145	146	4
R2146	146	4
R2147	146	4
R2148	147	4
R2149	148	4
R2150	148	5
R2151	148	5
R2152	148	5
R2153	151	5
R2154	151	5
R2155	152	5
R2156	152	5
R2157	153	5
R2158	153	5
R2159	153	5
R2160	154	5
R2161	154	5
R2162	155	5
R2163	155	5
R2164	155	5
R2165	158	5
R2166	158	5
R2167	158	5
R2168	159	5
R2169	159	5
R2170	159	5
R2171	160	5
R2172	160	5
R2173	160	5
R2174	163	5
R2175	163	5
R2176	167	5
R2177	169	5
R2178	176	5
R2179	176	5
R2180	176	5
R2181	176	5
R2182	184	6
R2183	184	6
R2184	187	6
R2185	189	6
R2186	189	6
R2187	190	6
R2188	190	6
R2189	192	6
R2190	195	6
R2191	195	6
R2192	198	6
R2193	201	6
R2194	201	6
R2195	215	6
R2196	215	6
R2197	218	6
R2198	218	7
R2199	234	7
R2200	234	7
R2201	249	7
R2202	249	7
R2203	268	7
R2204	277	7
R2205	288	7
R2206	299	7
R2207	316	7
R2208	316	8
R2209	350	9
R2210	381	9
R2211	419	9
R2212	427	9
R2213	427	9
R2214	443	9
R2215	443	9
R2216	525	10
R2217	548	10
R2218	548	10
R2219	598	11
R2220	598	13
R2221	614	14
R2222	636	14
R2223	646	14
R2224	701	14
R2225	701	14
R2226	726	14
R2227	730	14
R2228	769	14
R2229	769	14
R2230	769	19
R2231	813	21
R2232	813	21
R2233	813	21
R2234		
R2235		
R2236		
R2237		
R2238		
R2239		
R2240		
R2241		
R2242		
R2243		
R2244		
R2245		
R2246		
R2247		
R2248		
R2249		
R2250		
R2251		
R2252		
R2253		
R2254		
R2255		
R2256		
R2257		
R2258		
R2259		
R2260		
R2261		
R2262		
R2263		
R2264		
R2265		
R2266		
R2267		
R2268		
R2269		
R2270		
R2271		
R2272		
R2273		
R2274		
R2275		
R2276		
R2277		
R2278		
R2279		
R2280		
R2281		
R2282		
R2283		
R2284		
R2285		
R2286		
R2287		
R2288		
R2289		
R2290		
R2291		
R2292		
R2293		
R2294		
R2295		
R2296	1	
R2297	1	
R2298	1	
R2299	2	
R2300	8	
R2301	12	1
R2302	12	1
R2303	17	1
R2304	19	1
R2305	19	1
R2306	31	2
R2307	34	2
R2308	45	2
R2309	56	2
R2310	68	2
R2311	79	2
R2312	97	3
R2313	128	3
R2314	158	4
R2315	266	4
R2316	301	4
R2317	387	6
R2318	387	8
R2319	502	9
R2320	589	13
R2321	690	18
R2322	745	19
R2323	820	23
R2324	1054	27
R2325	1054	28
R2326	1133	36
R2327	1265	39
R2328	1451	43
R2329	1451	44
R2330	1554	48
R2331	1628	56
R2332	1715	63
R2333	1795	72
R2334	1975	82
R2335	1975	83
R2336	2142	90
R2337	2208	97
R2338	2277	102
R2339	2443	111
R2340	2571	115
R2341	2669	123
R2342	2758	129
R2343	2839	132
R2344	2941	136
R2345	3031	147
R2346	3144	152
R2347	3435	165
R2348	3607	176
R2349	3780	185
R2350	3892	192
R2351	4003	197
R2352	4127	207
R2353	4285	214
R2354	4428	218
R2355	4532	225
R2356	4681	237
R2357	4783	246
R2358	4887	260
R2359	5020	264
R2360	5208	273
R2361	5371	282
R2362	5611	293
R2363	5776	300
R2364	6034	305
R2365	6278	314
R2366	6563	319
R2367	6879	329
R2368	7134	353
R2369	7479	356
R2370	7805	363
R2371	8068	373
R2372	8371	382
R2373	8809	393
R2374	9283	403
R2375	9931	416
R2376	10649	433
R2377	11353	445
R2378	12076	452
R2379	12628	467
R2380	13228	484
R2381	13933	500
R2382	14702	508
R2383	15419	520
R2384	16214	528
R2385	16851	539
R2386	17415	556
R2387	18319	569
R2388	19268	583
R2389	20197	608
R2390	21037	632
R2391	22020	648
R2392	22794	664
R2393	23620	693
R2394	24761	717
R2395	25987	735
R2396	27373	765
R2397	28764	785
R2398	30295	815
R2399	31577	833
R2400	32785	854
R2401	34159	878
R2402	35552	913
R2403	37510	948
R2404	39570	979
R2405	41204	992
R2406	42785	1011
R2407	44931	1043
R2408	47203	1078
R2409	49851	1116
R2410	52457	1150
R2411	55343	1184
R2412	57744	1207
R2413	59933	1232
R2414	62268	1280
R2415	64530	1307
R2416	67197	1351
R2417	69941	1385
R2418	72786	1437
R2419	75376	1481
R2420	77815	1507
R2421	80447	1582
R2422	83426	1644
R2423	87030	1694
R2424	90693	1720
R2425	94060	1774
R2426	97509	1810
R2427	100166	1845
R2428	103265	1903
R2429	106910	1968
R2430	111146	2050
R2431	114783	2112
R2432	119301	2178
R2433	122524	2220
R2434	126755	2260
R2435	130774	2373
R2436	136118	2490
R2437	141900	2588
R2438	148027	2702
R2439	153520	2807
R2440	158334	2893
R2441	162526	2939
R2442	167416	3059
R2443	173355	3179
R2444	178996	3288
R2445	185373	3441
R2446	191302	3543
R2447	196543	3596
R2448	201919	3648
R2449	206743	3813
R2450	213535	3979
R2451	220682	4106
R2452	228195	4251
R2453	235677	4411
R2454	241811	4523
R2455	246499	4606
R2456	253868	4764
R2457	260911	5004
R2458	268574	5213
R2459	276072	5362
R2460	282437	5527
R2461	289100	5637
R2462	294569	5703
R2463	299126	5814
R2464	305966	6048
R2465	312659	6330
R2466	320884	6517
R2467	329043	6730
R2468	336802	6848
R2469	342154	6985
R2470	350867	7366
R2471	359638	7563
R2472	370188	7839
R2473	380292	8050
R2474	392009	8271
R2475	401239	8353
R2476	408426	8457
R2477	417735	8660
R2478	428239	8919
R2479	439172	9118
R2480	451198	9361
R2481	461882	9623
R2482	471806	9739
R2483	478792	9859
R2484	488007	10129
R2485	500034	10405
R2486	512293	10658
R2487	524198	10907
R2488	535705	11148
R2489	546481	11263
R2490	555537	11352
R2491	565446	11667
R2492	577338	11852
R2493	589012	12116
R2494	601713	12460
R2495	613658	12656
R2496	622934	12799
R2497	631365	13053
R2498	640147	13482
R2499	652174	13952
R2500	664799	14376
R2501	678266	14766
R2502	691235	15208
R2503	702484	15543
R2504	711325	15749
R2505	723132	16113
R2506	736609	16519
R2507	751001	16937
R2508	765002	20288
R2509	779689	20599
R2510	790818	20795
R2511	798486	21018
R2512	809728	21468
R2513	824468	21827
R2514	840915	22226
R2515	856369	22710
R2516	871468	23225
R2517	883882	23581
R2518	894206	23868
R2519	903730	24186
R2520	917035	24572
R2521	931967	24921
R2522	949063	25342
R2523	965609	25723
R2524	979119	26107
R2525	989680	26267
R2526	1002662	26716
R2527	1018999	27100
R2528	1037325	27519
R2529	1053650	27957
R2530	1069368	28338
R2531	1081336	28613
R2532	1090589	28896
R2533	1102301	29301
R2534	1116609	29730
R2535	1130533	30071
R2536	1143800	30442
R2537	1157179	30792
R2538	1166924	31002
R2539	1173533	31140
R2540	1183131	31623
R2541	1195276	32052
R2542	1205928	32520
R2543	1217028	32766
R2544	1228814	33136
R2545	1236851	33348
R2546	1242182	33560
R2547	1250499	33907
R2548	1262476	34183
R2549	1273356	34531
R2550	1284519	34782
R2551	1296378	35045
R2552	1304846	35307
R2553	1310491	35436
R2554	1318384	35727
R2555	1329005	36106
R2556	1339337	36347
R2557	1349434	36532
R2558	1359042	36790
R2559	1366182	36902
R2560	1370366	37002
R2561	1374631	37122
R2562	1381795	37432
R2563	1390388	37714
R2564	1399431	37941
R2565	1407277	38216
R2566	1413375	38322
R2567	1418807	38473
R2568	1424533	38730
R2569	1432570	38928
R2570	1440103	39156
R2571	1447732	39305
R2572	1454631	39512
R2573	1459832	39632
R2574	1463110	39770
R2575	1466309	39888
R2576	1469919	40009
R2577	1475222	40222
R2578	1482216	40431
R2579	1489328	40606
R2580	1494602	40668
R2581	1498160	40766
R2582	1503222	41041
R2583	1510203	41204
R2584	1517046	41365
R2585	1524372	41534
R2586	1531374	41672
R2587	1537169	41763
R2588	1541285	41813
R2589	1547138	41997
R2590	1555279	42254
R2591	1563865	42314
R2592	1563865	42314
R2593	1574554	42422
R2594	1578267	42501
R2595	1583297	42650
R2596	1590513	42868
R2597	1602163	43018
R2598	1613928	43163
R2599	1625514	43245
R2600	1629594	43319
R2601	1634834	43375
R2602	1640718	43482
R2603	1648940	43634
R2604	1662730	43785
R2605	1676171	43976
R2606	1690006	44122
R2607	1703352	44273
R2608	1714409	44417
R2609	1722217	44495
R2610	1730921	44654
R2611	1744704	44848
R2612	1757429	44983
R2613	1770715	45125
R2614	1783047	45227
R2615	1791979	45295
R2616	1799243	45407
R2617	1807428	45832
R2618	1819569	46066
R2619	1831681	46216
R2620	1843077	46355
R2621	1853830	46575
R2622	1862192	46737
R2623	1867223	46827
R2624	1874801	47034
R2625	1885210	47253
R2626	1896053	47435
R2627	1905524	47601
R2628	1915362	47775
R2629	1922264	47931
R2630	1927239	47974
R2631	1933853	48249
R2632	1943548	48426
R2633	1952744	48539
R2634	1961635	48700
R2635	1970009	48985
R2636	1976689	49110
R2637	1980347	49171
R2638	1985501	49398
R2639	1993295	49566
R2640	2001034	49674
R2641	2008345	49874
R2642	2015496	50029
R2643	2021553	50188
R2644	2025798	50236
R2645	2029057	50327
R2646	2033060	50432
R2647	2039124	50616
R2648	2046795	50857
R2649	2054681	51000
R2650	2060625	51122
R2651	2064334	51198
R2652	2069751	51359
R2653	2077228	51510
R2654	2085411	51650
R2655	2093645	51795
R2656	2098728	51887
R2657	2104197	51946
R2658	2107365	51965
R2659	2112023	52077
R2660	2118676	52192
R2661	2126531	52453
R2662	2133963	52644
R2663	2141854	52784
R2664	2146714	52870
R2665	1	
R2666	1	
R2667	1	
R2668	1	
R2669	1	
R2670	1	
R2671	1	
R2672	1	
R2673	1	
R2674	1	
R2675	1	
R2676	4	
R2677	8	
R2678	18	
R2679	26	
R2680	52	
R2681	78	
R2682	84	
R2683	115	
R2684	136	
R2685	160	
R2686	194	
R2687	235	
R2688	249	
R2689	265	
R2690	290	1
R2691	329	1
R2692	407	1
R2693	424	3
R2694	482	3
R2695	532	3
R2696	571	4
R2697	663	7
R2698	736	7
R2699	770	7
R2700	822	7
R2701	833	8
R2702	853	8
R2703	881	9
R2704	921	10
R2705	937	12
R2706	967	13
R2707	1013	13
R2708	1039	14
R2709	1067	16
R2710	1111	17
R2711	1159	18
R2712	1201	19
R2713	1248	20
R2714	1291	20
R2715	1339	22
R2716	1401	24
R2717	1473	24
R2718	1523	24
R2719	1596	27
R2720	1677	28
R2721	1746	28
R2722	1808	29
R2723	1867	30
R2724	1932	30
R2725	2066	32
R2726	2148	33
R2727	2273	33
R2728	2386	35
R2729	2507	39
R2730	2619	40
R2731	2782	40
R2732	2884	42
R2733	3029	43
R2734	3175	44
R2735	3313	45
R2736	3392	46
R2737	3538	47
R2738	3718	48
R2739	3860	49
R2740	4044	52
R2741	4283	55
R2742	4472	60
R2743	4823	61
R2744	5041	64
R2745	5271	67
R2746	5606	70
R2747	5928	74
R2748	6302	77
R2749	6661	81
R2750	7113	87
R2751	7402	91
R2752	7774	98
R2753	8216	113
R2754	8676	120
R2755	8927	127
R2756	9282	131
R2757	9492	139
R2758	10009	158
R2759	10524	170
R2760	11221	176
R2761	11817	183
R2762	12364	190
R2763	13130	200
R2764	13325	211
R2765	13675	217
R2766	14103	227
R2767	14669	245
R2768	15281	258
R2769	16004	264
R2770	16667	269
R2771	17064	285
R2772	17489	293
R2773	18033	302
R2774	18698	309
R2775	19157	319
R2776	19708	332
R2777	20268	350
R2778	20588	360
R2779	21006	372
R2780	21717	386
R2781	22488	397
R2782	23247	410
R2783	23909	421
R2784	24645	426
R2785	25127	433
R2786	25542	443
R2787	26065	453
R2788	26658	459
R2789	27320	469
R2790	27900	477
R2791	28606	484
R2792	28936	491
R2793	29285	503
R2794	29820	521
R2795	30346	535
R2796	30903	546
R2797	31392	559
R2798	31969	565
R2799	32151	573
R2800	32490	581
R2801	33005	592
R2802	33559	607
R2803	34001	620
R2804	34462	631
R2805	34877	641
R2806	34981	650
R2807	35254	662
R2808	35693	678
R2809	36162	688
R2810	36613	692
R2811	36996	700
R2812	37317	705
R2813	37390	711
R2814	37629	719
R2815	37937	723
R2816	38196	728
R2817	38550	738
R2818	38841	749
R2819	39050	754
R2820	39102	762
R2821	39298	768
R2822	39586	770
R2823	39819	772
R2824	39985	777
R2825	40185	785
R2826	40410	791
R2827	40433	796
R2828	40593	803
R2829	40794	806
R2830	41023	809
R2831	41299	814
R2832	41495	817
R2833	41663	818
R2834	41701	824
R2835	41846	832
R2836	42056	833
R2837	42319	836
R2838	42477	842
R2839	42616	850
R2840	42792	852
R2841	42825	854
R2842	42936	858
R2843	43067	861
R2844	43270	864
R2845	43451	869
R2846	43626	872
R2847	43750	877
R2848	43781	879
R2849	43878	881
R2850	44075	884
R2851	44271	887
R2852	44461	891
R2853	44649	895
R2854	44783	897
R2855	44845	900
R2856	44953	903
R2857	45152	905
R2858	45326	906
R2859	45503	909
R2860	45675	911
R2861	45862	916
R2862	45969	919
R2863	46119	920
R2864	46376	923
R2865	46671	925
R2866	46910	926
R2867	47154	928
R2868	47431	930
R2869	47552	936
R2870	47667	938
R2871	47877	942
R2872	48251	945
R2873	48643	947
R2874	49072	948
R2875	49400	951
R2876	49574	957
R2877	49901	958
R2878	50359	959
R2879	50850	963
R2880	51382	966
R2881	51925	972
R2882	52496	977
R2883	52677	984
R2884	53083	990
R2885	53755	995
R2886	54473	1004
R2887	55087	1010
R2888	55736	1016
R2889	56451	1020
R2890	56821	1026
R2891	57566	1032
R2892	58624	1039
R2893	59995	1046
R2894	61460	1056
R2895	63000	1067
R2896	64694	1081
R2897	65460	1091
R2898	66694	1101
R2899	68530	1121
R2900	70836	1131
R2901	73310	1145
R2902	75523	1157
R2903	77837	1180
R2904	78810	1196
R2905	80410	1222
R2906	82651	1243
R2907	85034	1272
R2908	87432	1300
R2909	89813	1341
R2910	92254	1363
R2911	93448	1391
R2912	94776	1413
R2913	97150	1448
R2914	99563	1476
R2915	101773	1506
R2916	104249	1533
R2917	106424	1559
R2918	107466	1580
R2919	108687	1609
R2920	110548	1636
R2921	112680	1668
R2922	114383	1697
R2923	115855	1738
R2924	117337	1763
R2925	117886	1788
R2926	118870	1811
R2927	120459	1839
R2928	121979	1870
R2929	123646	1900
R2930	124839	1931
R2931	126224	1952
R2932	126709	1976
R2933	127522	2002
R2934	129085	2040
R2935	130870	2068
R2936	132346	2090
R2937	133594	2121
R2938	134768	2142
R2939	135124	2164
R2940	135967	2193
R2941	137231	2228
R2942	138508	2254
R2943	139692	2277
R2944	140959	2309
R2945	141937	2326
R2946	142344	2344
R2947	142928	2372
R2948	144066	2393
R2949	145240	2416
R2950	146317	2445
R2951	147312	2462
R2952	148325	2486
R2953	148682	2503
R2954	149120	2529
R2955	150218	2556
R2956	151392	2581
R2957	152253	2596
R2958	153173	2616
R2959	153825	2630
R2960	154065	2656
R2961	154602	2673
R2962	155440	2691
R2963	156142	2714
R2964	156763	2733
R2965	157349	2752
R2966	157834	2768
R2967	157948	2775
R2968	158296	2797
R2969	158878	2807
R2970	159409	2823
R2971	159738	2828
R2972	159798	2836
R2973	160027	2850
R2974	160220	2864
R2975	160544	2878
R2976	160853	2890
R2977	161054	2901
R2978	161415	2908
R2979	161794	2922
R2980	162131	2929
R2981	162288	2931
R2982	162643	2941
R2983	163128	2951
R2984	163576	2963
R2985	163972	2974
R2986	164235	2987
R2987	164586	2992
R2988	164676	2998
R2989	164912	3007
R2990	165221	3016
R2991	165528	3021
R2992	165711	3030
R2993	165909	3034
R2994	166036	3039
R2995	166094	3047
R2996	166232	3052
R2997	166427	3056
R2998	166669	3067
R2999	166728	3069
R3000	166901	3071
R3001	167026	3080
R3002	167088	3084
R3003	167231	3089
R3004	167421	3096
R3005	167568	3107
R3006	167726	3109
R3007	167937	3114
R3008	168088	3117
R3009	168177	3123
R3010	168300	3126
R3011	168496	3130
R3012	168676	3135
R3013	168830	3138
R3014	169022	3140
R3015	169167	3141
R3016	169255	3147
R3017	169391	3150
R3018	169597	3155
R3019	169820	3156
R3020	170011	3158
R3021	170234	3159
R3022	170402	3164
R3023	170506	3167
R3024	170672	3171
R3025	170945	3175
R3026	171227	3179
R3027	171510	3183
R3028	171793	3190
R3029	172058	3192
R3030	172216	3195
R3031	172456	3200
R3032	172816	3202
R3033	173307	3208
R3034	173749	3215
R3035	174257	3219
R3036	4	
R3037	5	
R3038	5	
R3039	6	
R3040	9	
R3041	9	
R3042	12	
R3043	12	
R3044	12	
R3045	13	
R3046	13	
R3047	14	
R3048	15	
R3049	15	
R3050	15	
R3051	15	
R3052	15	
R3053	15	
R3054	15	
R3055	15	
R3056	15	
R3057	15	
R3058	15	
R3059	15	
R3060	15	
R3061	15	
R3062	15	
R3063	15	
R3064	15	
R3065	15	
R3066	15	
R3067	15	
R3068	15	
R3069	15	
R3070	25	
R3071	27	1
R3072	30	1
R3073	39	1
R3074	52	2
R3075	55	2
R3076	60	2
R3077	63	2
R3078	76	3
R3079	91	3
R3080	107	3
R3081	128	3
R3082	128	3
R3083	200	3
R3084	250	3
R3085	297	3
R3086	377	3
R3087	452	5
R3088	568	6
R3089	681	6
R3090	791	7
R3091	1071	7
R3092	1549	7
R3093	1682	7
R3094	2044	8
R3095	2364	8
R3096	2810	13
R3097	3143	13
R3098	3640	14
R3099	3984	16
R3100	4361	17
R3101	4559	18
R3102	4862	20
R3103	5116	24
R3104	5330	28
R3105	5550	30
R3106	5687	35
R3107	5797	40
R3108	5895	45
R3109	6010	50
R3110	6108	51
R3111	6215	54
R3112	6303	57
R3113	6315	60
R3114	6351	61
R3115	6415	62
R3116	6440	63
R3117	6462	63
R3118	6522	66
R3119	6568	67
R3120	6610	67
R3121	6623	67
R3122	6645	67
R3123	6652	67
R3124	6662	75
R3125	6677	79
R3126	6694	80
R3127	6714	83
R3128	6721	83
R3129	6744	89
R3130	6752	91
R3131	6766	93
R3132	6778	93
R3133	6799	94
R3134	6822	95
R3135	6847	96
R3136	6875	97
R3137	6894	97
R3138	6913	97
R3139	6918	97
R3140	6939	97
R3141	6948	97
R3142	6970	97
R3143	6980	98
R3144	6989	98
R3145	7019	98
R3146	7035	98
R3147	7044	98
R3148	7054	99
R3149	7068	99
R3150	7072	100
